"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"ASV3141";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3142";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3143";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV3144";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3145";"Bacteria";"Planctomycetota";"Planctomycetes";NA;NA;NA;NA
"ASV3146";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;NA
"ASV3147";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Patulibacter";NA
"ASV3148";"Bacteria";"Planctomycetota";"Phycisphaerae";"Tepidisphaerales";"WD2101 soil group";NA;NA
"ASV3149";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";NA;NA;NA
"ASV3150";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3151";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";NA;NA
"ASV3155";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3156";"Bacteria";"Firmicutes";"Thermoanaerobacteria";"Thermoanaerobacterales";"Family III";"Thermoanaerobacterium";NA
"ASV3157";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"ASV3159";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus Solibacter";NA
"ASV3162";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3164";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA;NA
"ASV3165";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"ASV3166";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";NA
"ASV3167";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3168";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3169";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3171";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3172";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3173";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3174";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidisoma";NA
"ASV3175";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3176";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3177";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3178";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3179";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV3180";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"ASV3181";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3184";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3186";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV3187";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"ASV3188";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Endobacter";NA
"ASV3189";"Bacteria";"Actinobacteriota";"Actinobacteria";"Kineosporiales";"Kineosporiaceae";NA;NA
"ASV3190";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Singulisphaera";NA
"ASV3191";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium-Methylorubrum";NA
"ASV3192";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";NA;NA
"ASV3193";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3194";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Bryocella";NA
"ASV3195";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV3196";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV3197";"Bacteria";"Planctomycetota";"Phycisphaerae";"Tepidisphaerales";"WD2101 soil group";NA;NA
"ASV3198";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3199";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"ASV3200";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3201";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";NA;NA;NA
"ASV3202";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus";NA
"ASV3209";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3210";"Bacteria";"Planctomycetota";"Planctomycetes";NA;NA;NA;NA
"ASV3211";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3214";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Subgroup 2";NA;NA;NA
"ASV3215";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Subgroup 2";NA;NA;NA
"ASV3219";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV3221";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Tundrisphaera";NA
"ASV3222";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV3224";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans";NA
"ASV3225";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3227";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV3228";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3230";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";NA;NA;NA
"ASV3231";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";NA;NA;NA
"ASV3232";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"PMMR1";NA
"ASV3233";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3234";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3235";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Aquisphaera";NA
"ASV3236";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3237";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidisoma";NA
"ASV3238";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";NA;NA;NA
"ASV3239";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3241";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3242";"Bacteria";"Proteobacteria";NA;NA;NA;NA;NA
"ASV3243";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV3244";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3245";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3246";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3248";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Burkholderia-Caballeronia-Paraburkholderia";NA
"ASV3249";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3253";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3254";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3255";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3256";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans";NA
"ASV3257";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV3259";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3260";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter";NA
"ASV3261";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3263";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3264";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3265";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3266";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3267";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3268";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3270";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"ASV3271";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"ASV3272";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Endobacter";NA
"ASV3274";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3276";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Diplorickettsiales";"Diplorickettsiaceae";"Aquicella";NA
"ASV3279";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA;NA
"ASV3281";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV3284";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3285";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV3288";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3289";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";NA
"ASV3290";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3291";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";NA;NA;NA
"ASV3292";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus";NA
"ASV3293";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"ASV3294";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"ASV3295";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus";NA
"ASV3296";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";NA
"ASV3297";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV3309";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Schlegelella";NA
"ASV3310";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";NA
"ASV3311";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3313";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV3315";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3316";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3317";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV3318";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV3319";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV3320";"Bacteria";"Actinobacteriota";"Thermoleophilia";NA;NA;NA;NA
"ASV3321";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3323";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"LD29";NA
"ASV3324";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3325";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";NA
"ASV3328";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3329";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";NA;NA;NA
"ASV3330";"Bacteria";"Planctomycetota";"Phycisphaerae";"Tepidisphaerales";"WD2101 soil group";NA;NA
"ASV3331";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3332";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3334";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Aquisphaera";NA
"ASV3335";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium-Methylorubrum";NA
"ASV3337";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3339";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3340";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV3341";"Bacteria";"Thermotogota";"Thermotogae";"Thermotogales";"Fervidobacteriaceae";"Fervidobacterium";NA
"ASV3342";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3343";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3346";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia";NA
"ASV3347";"Bacteria";"WPS-2";NA;NA;NA;NA;NA
"ASV3351";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3352";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"ASV3353";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3356";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3357";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3358";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3359";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3360";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3361";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3362";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3363";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV3364";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3365";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV3366";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3367";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Mucilaginibacter";NA
"ASV3368";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3369";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";NA;NA
"ASV3370";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";NA;NA;NA
"ASV3371";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"ASV3372";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";NA
"ASV3373";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";NA
"ASV3375";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"ASV3376";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3377";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA;NA
"ASV3379";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV3381";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Paenarthrobacter";NA
"ASV3382";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3387";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";"Azospirillum";NA
"ASV3388";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV3389";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV3390";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"1174-901-12";NA
"ASV3392";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA;NA
"ASV3393";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"ASV3395";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV3397";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV3402";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV3403";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus";NA
"ASV3404";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV3405";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV3406";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"ASV3415";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";NA;NA
"ASV3416";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3417";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3418";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3420";"Bacteria";"Actinobacteriota";"Acidimicrobiia";NA;NA;NA;NA
"ASV3421";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3422";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3424";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";"SWB02";NA
"ASV3425";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA;NA
"ASV3427";"Bacteria";"Planctomycetota";"Phycisphaerae";"Tepidisphaerales";"WD2101 soil group";NA;NA
"ASV3429";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3432";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;NA
"ASV3433";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3434";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";NA;NA;NA
"ASV3435";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3436";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3437";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium";NA
"ASV3438";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3440";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV3441";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Tundrisphaera";NA
"ASV3442";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV3443";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV3444";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV3445";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV3450";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Prauserella";NA
"ASV3453";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3454";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA;NA
"ASV3455";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3457";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA;NA
"ASV3458";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";NA;NA;NA
"ASV3459";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV3460";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3461";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA;NA
"ASV3462";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3464";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3466";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";NA;NA
"ASV3467";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Bryocella";NA
"ASV3468";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3469";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidisoma";NA
"ASV3470";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Terriglobus";NA
"ASV3471";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV3472";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"ASV3473";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV3474";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
